,ID,Метод сбора данных,Метка_Северен,Метка_Альянс,Телефон,Наименование компании,ИНН,Дата завершения интервью,MRF_МРФ,RF_Филиал РТК,Технология,TYPE_Макросегмент,SEGMENT_Сегмент,iNPS Лояльность провайдеру ШПД iU4,iNPS_OE,iSAT Удовлетворённость провайдером ШПД iU4,iTPSat1 Набор дополнительных услуг и опций   провайдера ШПД iU4,iTPSat2 Процесс подключения новых услуг провайдера ШПД iU5,iTPSat3 Оборудование провайдера ШПД iU6,iTPSat4 Сайт провайдера ШПД iU7,iTPSat5 Личный кабинет провайдера ШПД iU8,iTPSat6 Служба технической поддержки провайдера ШПД iU9,iTPSat7 Система выставления счетов  провайдера ШПД iU10,iTPSat8 Личный менеджер провайдера ШПД iU11,iTPSat9 Справочная служба провайдера ШПД iU12,iTPSat10 Офисы обслуживания  провайдера ШПД iU13,iTPSat11 Работа с претензиями провайдера ШПД iU14,iTPSat12 Тарифы  провайдера ШПД iU15,iTPSat13 Скорость Интернета  провайдера ШПД iU16,iTPSat14 Стабильность Интернета  провайдера ШПД iU17,iTPSat15 Реклама  провайдера ШПД iU18,iA1Sat1 Удовлетворённость Количеством доп. услуг и опций провайдера ШПД iU4,iA1Sat2 Удовлетворённость Понятностью предлагаемых услуг провайдера ШПД iU4,iA1Sat3 Удовлетворённость Стоимостью доп. услуг и опций провайдера ШПД iU4,iA1Sat4 Удовлетворённость Скидками на доп.услуги и опции провайдера ШПД iU4,iA1Sat5 Удовлетворённость Наличием пакетных предложений на доп.услуги и опции провайдера ШПД iU4,iA2Sat1 Удовлетворённость Удобством подключения провайдера ШПД iU4,iA2Sat2 Удовлетворённость Скоростью подключения провайдера ШПД iU4,iA2Sat3 Удовлетворённость Качеством подключения и настройки оборудования провайдера ШПД iU4,iA6Sat1 Удовлетворённость Простотой подачи обращения провайдера ШПД iU4,iA6Sat2 Удовлетворённость Удобством способов связи с техподдержкой провайдера ШПД iU4,iA6Sat3 Удовлетворённость Компетентностью специалистов провайдера ШПД iU4,iA6Sat4 Удовлетворённость Сроками решения вопросов провайдера ШПД iU4,iA6Sat5 Удовлетворённость Результатами работы по устранению неисправностей провайдера ШПД iU4,iA6Sat6 Удовлетворённость Информированием о статусе решения вопроса провайдера ШПД iU4,iA7Sat1 Удовлетворённость Понятностью счетов провайдера ШПД iU4,iA7Sat2 Удовлетворённость Своевременностью получения счетов провайдера ШПД iU4,iA7Sat4 Удовлетворённость Удобством получения счетов провайдера ШПД iU4,iA7Sat5 Удовлетворённость Возможностью получить отсрочку провайдера ШПД iU4,iA7Sat6 Удовлетворённость Корректностью  начислений в счетах провайдера ШПД iU4,iA10Sat1 Удовлетворённость Ррасположенияем и временем работы офиса провайдера ШПД iU4,iA10Sat2 Удовлетворённость Результативностью обращения в офис провайдера ШПД iU4,iA10Sat3 Удовлетворённость Скоростью решения вопроса или проблемы провайдера ШПД iU4,iA10Sat4 Удовлетворённость Компетентностью сотрудников офиса провайдера ШПД iU4,iA11Sat1 Удовлетворённость Простотой подачи претензий провайдера ШПД iU4,iA11Sat2 Удовлетворённость Сроками решения претензий провайдера ШПД iU4,iA11Sat3 Удовлетворённость Результатами работы по претензиям провайдера ШПД iU4,iA11Sat4 Удовлетворённость Удобством обращения к руководству провайдера при нерешённости претензии провайдера ШПД iU4,iA11Sat5 Удовлетворённость Решением вопроса с первого обращения без повторных обращений провайдера ШПД iU4,iA12Sat1 Удовлетворённость Соотношением цены и скорости провайдера ШПД iU4,iA12Sat2 Удовлетворённость Наличием выгодных для Вас тарифов провайдера ШПД iU4,iA12Sat3 Удовлетворённость Прозрачностью тарифов провайдера ШПД iU4,iA12Sat4 Удовлетворённость Наличием нескольких услуг на одном тарифе провайдера ШПД iU4,iA12Sat5 Удовлетворённость Наличием нужных услуг и сервисов в тарифах провайдера ШПД iU4,EQPT_Роутер или другое устройство для подключения к Интернет Вам предоставил провайдер?,CNCT_Установка и настройка роутера производилась специалистами провайдера?,REBT_Как часто в вашей компании приходится перезагружать роутер? ,ILT Срок жизни ШПД,IUsg1 Ваша компания обращалась к личному менеджеру для получения консультаций и справок по поводу тарифов и работы Интернета? ,"IUsg3 А для решения каких-либо проблем в работе Интернета, таких как низкая скорость, отсутствие Интернета? ",IUsg4 А по вопросам подключения дополнительных услуг? ,IUsg5 Ваша компания звонила в колл-центр для получения консультаций и справок по поводу тарифов и работы Интернета?,IUsg7 А по вопросам подключения дополнительных услуг?,IUsg8 Ваша компания звонила в колл-центр для решения технических проблем?,IUsg9 К Вам в офис приходили специалисты для устранения технических неполадок?,iARPU Сумма в месяц на ШПД,CompNum Кол-во сотрудников,CompAreac Сфера деятельности,RespTitle Должность респондента,"DM Лицо, принимавшиее решение о подключении ШПД",Age_Возраст респондента,Age_int Возраст респондента интервал,Gender Пол респондента,Оld_sample_Основная выборка,wt_Веса для расширенной выборки,wt_old_sample_Веса для основной выборки
33,20200112988,CATI,,,79505385020,"ООО ""Аскания""",8611009080,12.10.2020,Урал,01507 Ханты-Мансийский филиал,Оптика,B2B,МСП,10,"скорость и сервис,то что есть люди,если проблемы,приходят,решают",10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,7.0,10.0,8.0,8.0,8.0,8.0,7.0,7.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,98.0,10.0,8.0,10.0,8.0,10.0,8.0,1.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,98,98.0,1.0,40.0,4.0,1.0,1.0,"1,33","0,92"
34,20200116559,CATI,,,79044554096,ИП Измоденов Денис Сергеевич,744803043363,02.12.2020,Урал,01508 Ямало-Ненецкий филиал,Прочее,B2B,МСП,10,"меня устраивает связь, более стабильный, многое не берут и быстро приезжает если негативные моменты происходят",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"0,76",0
35,20200119923,CATI,,,79227876353,ООО ТД ЭЛЕКТРОТЕХМОНТАЖ,7804526950,12.10.2020,Урал,01507 Ханты-Мансийский филиал,Оптика,B2B,3К,10,"качество услуг, отсрочка платежа.",9.0,9.0,8.0,9.0,98.0,98.0,8.0,10.0,10.0,8.0,10.0,98.0,8.0,8.0,8.0,5.0,7.0,9.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,,,,,,7.0,7.0,9.0,9.0,8.0,99.0,99.0,2.0,6.0,2.0,2.0,2.0,99.0,99.0,1.0,1.0,4.0,6.0,1,98.0,3.0,35.0,3.0,1.0,1.0,"1,33","0,92"
36,20200120126,CATI,,,73467822643,"МКОУ ""Малоатлымская средняя общеобразовательная школа""",8614004080,12.10.2020,Урал,01507 Ханты-Мансийский филиал,Mix,B2G,МСП,10,неплохой провайдер -хороший  интернет.,10.0,10.0,10.0,10.0,10.0,98.0,10.0,10.0,10.0,98.0,10.0,98.0,10.0,10.0,10.0,98.0,10.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,10.0,10.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,,,,2.0,3.0,3.0,12,8.0,3.0,34.0,3.0,2.0,1.0,"0,82","0,85"
37,20200122002,CATI,,,73463822935,"МБДОУ д/с ""Город детства""",8617031853,02.12.2020,Урал,01507 Ханты-Мансийский филиал,Mix,B2G,МСП,10,скорость интернета. качество. и тех обслуживания.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,"0,82","0,85"
38,20200142784,CATI,,,73815121368,ТАВРИЧЕСКОЕ РАЙОННОЕ ПОТРЕБИТЕЛЬСКОЕ ОБЩЕСТВО,5534003945,22.10.2020,Сибирь,01610 Омский филиал,Mix,B2B,МСП,10,"Во первых смотря какая скорость у кого, у нас хорошая, если какие-то неполадки, то все быстро исправляют",10.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,98.0,98.0,98.0,98.0,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,98.0,98.0,98.0,98.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,98,98.0,1.0,52.0,5.0,2.0,1.0,"1,28","1,27"
39,20200146104,CATI,,,79139886184,"ООО ""ТЕРМО""",5504237463,16.10.2020,Сибирь,01610 Омский филиал,Оптика,B2B,МСП,10,"Хорошая скорость, работает без перебоев",10.0,98.0,98.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,98.0,98.0,7.0,10.0,10.0,98.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,,,,,,,,,,7.0,7.0,10.0,98.0,10.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1.0,1.0,99.0,999.0,1.0,1.0,"1,5","1,4"
40,20200155108,CATI,,,73952322103,АГРОТЕХ ООО,3810028264,02.12.2020,Сибирь,01607 Иркутский филиал,Оптика,B2B,МСП,10,нормально работает не тормозит,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"1,19","1,64"
41,20200155250,CATI,,,79501190361,МБДОУ ДЕТСКИЙ САД ОБЩЕРАЗВИВАЮЩЕГО ВИДА №108,3801013790,02.12.2020,Сибирь,01607 Иркутский филиал,Оптика,B2G,МСП,10,"хорошая скорость интернета и по цене устраивает ,нет проблем ,и стоимость оптимальная , нормально все ,нас устраивает.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,"1,19","1,64"
42,20200155273,CATI,,,73954531473,УСТЬ-УДИНСКОЕ РАЙОННОЕ ПОТРЕБИТЕЛЬСКОЕ ОБЩЕСТВО,3842000504,02.12.2020,Сибирь,01607 Иркутский филиал,Медь,B2B,МСП,10,Затрудняюсь ответить,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"0,57","0,63"
43,20200155316,CATI,,,73955532672,МБДОУ ДЕТСКИЙ САД ОБЩЕРАЗВИВАЮЩЕГО ВИДА №26,3801016417,20.11.2020,Сибирь,01607 Иркутский филиал,Медь,B2G,МСП,10,бесперебойный всегда интернет и если вдруг появляются трудности мы звоним и проблему быстро решают,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,"0,57","0,63"
44,20200155766,CATI,,,79027645286,КЛИМКИНА ОЛЬГА ГЕОРГИЕВНА ИП,381706879627,02.12.2020,Сибирь,01607 Иркутский филиал,Оптика,B2B,SOHO,10,"за качественную работу- устраивает скорость интернета, как реагируют на заявки",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"1,19","1,64"
45,20200155983,CATI,,,73954850035,ОГКУ УСЗН ПО БАЛАГАНСКОМУ РАЙОНУ,3814019366,12.11.2020,Сибирь,01607 Иркутский филиал,Оптика,B2G,МСП,10,не с чем сравнить,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"1,19","1,64"
46,20200156734,CATI,,,73952336187,ДЕТСКИЙ САД №24 ГОРОДА ИРКУТСКА МБДОУ,3808047823,23.11.2020,Сибирь,01607 Иркутский филиал,Оптика,B2G,МСП,10,"за хороший интернет, за скорость ( устраивает)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,"1,19","1,64"
47,20200156769,CATI,,,73952473089,ДЕТСКИЙ №150 Г.ИРКУТСКА МБДОУ,3810024661,02.12.2020,Сибирь,01607 Иркутский филиал,Медь,B2G,МСП,10,"Редко отключают, быстро решают проблемы стабильный интернет",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,"0,57","0,63"
48,20200156799,CATI,,,73953310519,ГБПОУ ИО БТТТ,3805100290,25.11.2020,Сибирь,01607 Иркутский филиал,Оптика,B2G,МСП,10,надежность связи,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,"1,19","1,64"
49,20200157095,CATI,,,79500581957,МОРОЗ ОЛЬГА АНАТОЛЬЕВНА ИП,381705658054,02.12.2020,Сибирь,01607 Иркутский филиал,Медь,B2B,МСП,10,"за то что  хорошее и вообще нравится у меня даже сим карта в телефоне ростелеком,я всем бду рекомендовать ростелеком",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"0,57","0,63"
50,20200157849,CATI,,,73953410878,"МБОУ ""ВСОШ № 9""",3803203564,02.12.2020,Сибирь,01607 Иркутский филиал,Оптика,B2G,МСП,10,за все,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,"1,19","1,64"
51,20200158303,CATI,,,73952486508,ЧОП АТЭКС ООО,3811043603,02.12.2020,Сибирь,01607 Иркутский филиал,Оптика,B2B,МСП,10,"Это развитие роста оперативности заявок, скорость реагирования на технические проблемы, нормальные тарифы.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"1,19","1,64"
52,20200158801,CATI,,,73953791083,КЦСОН БАЯНДАЕВСКОГО РАЙОНА СО ОГБУ,3849010526,02.12.2020,Сибирь,01607 Иркутский филиал,Оптика,B2G,МСП,10,"проводной интернет,оптоволокно, скорость хорошая. Другие не надежны",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"1,19","1,64"
53,20200159887,CATI,,,73952388609,ЦЕДРА ООО,3812141280,02.12.2020,Сибирь,01607 Иркутский филиал,Оптика,B2B,МСП,10,"быстрый интернет, доступный и удобный",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"1,19","1,64"
54,20200160060,CATI,,,79140123171,МЕГАПОЛИС ООО,3804112221,02.12.2020,Сибирь,01607 Иркутский филиал,Оптика,B2B,МСП,10,"Стоимость, работа без перебоев",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"1,19","1,64"
55,20200161072,CATI,,,79148750699,ПЕКШЕВА ИРИНА ГЕННАДЬЕВНА,384901392991,25.11.2020,Сибирь,01607 Иркутский филиал,Оптика,B2B,МСП,10,"за скорость,за цену , за хороший интернет",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,"1,19","1,64"
56,20200161928,CATI,,,73914820377,ЧП МИЛЛЕР З.А.,240300024853,23.11.2020,Сибирь,01606 Красноярский филиал,Медь,B2B,МСП,10,"работает интернет хорошо, скорость интернета нормальная, за всю историю специалистов вызывали всего один раз",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,"0,74",1
57,20200163729,CATI,,,73913821209,"МКУ ""ЕДДС ЕРМАКОВСКОГО РАЙОНА""",2413007315,02.12.2020,Сибирь,01606 Красноярский филиал,Оптика,B2G,МСП,10,"качественный интернет, это то есть оперативность и стабильность при взаимодействии если бывают редкие сбои и технические  аварийные ситуации сразу предупреждают и принимают меры и причины ищут, устраняют, нет проблем, нас все устраивает",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"1,32","1,57"
58,20200167317,CATI,,,73903592960,"ПО ""УНИВЕРМАГ"".",1911002357,02.12.2020,Сибирь,01606 Красноярский филиал,Оптика,B2B,МСП,10,"Нет проблем с интернетом, доступность, перебоев нет. всё устраивает",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,"1,32","1,57"
59,20200167880,CATI,,,73903220940,АДМИНИСТРАЦИЯ УСТЬ-АБАКАНСКОГО РАЙОНА РЕСПУБЛИКИ ХАКАСИЯ,1910008532,14.10.2020,Сибирь,01606 Красноярский филиал,Оптика,B2G,3К,10,"за то что все отлично работает,всегда быстро исправляют неисправности,если возникают",10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,98.0,10.0,10.0,98.0,10.0,10.0,10.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,,,,,,1.0,1.0,2.0,6.0,,,,,,,2.0,999.0,1.0,15,98.0,99.0,30.0,3.0,1.0,1.0,"1,32","1,57"
60,20200186311,CATI,,,74236144692,"ООО ""УЛЫБКА"" (ПАРИКМАХЕРСКАЯ УЛЫБКА)",2501008396,04.12.2020,Дальний Восток,01701 Приморский филиал,Оптика,B2B,SoHo,10,за хорошее обслуживание,8.0,98.0,98.0,98.0,98.0,10.0,9.0,9.0,98.0,5.0,98.0,98.0,6.0,8.0,8.0,98.0,,,,,,,,,6.0,7.0,9.0,9.0,10.0,8.0,10.0,8.0,9.0,7.0,6.0,,,,,,,,,,5.0,4.0,5.0,8.0,5.0,,1.0,2.0,6.0,,,,1.0,2.0,1.0,1.0,999.0,1.0,3,98.0,1.0,65.0,7.0,2.0,1.0,"0,98","0,64"
61,20200189341,CATI,,,74237229156,МКДОУ ДС № 33 С. КАМЕНКА,2534005400,16.11.2020,Дальний Восток,01701 Приморский филиал,Медь,B2G,МСП,10,"Там вовремя включается интернет, можно его для платежей, переводы, письма, электронная почта, архивы и всё остальное.",9.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,6.0,10.0,10.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,9.0,1.0,1.0,1.0,6.0,2.0,99.0,2.0,2.0,2.0,2.0,2.0,999.0,1.0,12,98.0,1.0,54.0,5.0,2.0,1.0,"0,6","0,38"
62,20200190042,CATI,,,79242574502,"МБОУ ДОД ""ДЕТСКАЯ ШКОЛА ИСКУССТВ""",2503020600,02.12.2020,Дальний Восток,01701 Приморский филиал,Медь,B2G,МСП,10,"у нас партнеров по бизнесу нет, на самом деле других вариантов у нашего учреждения просто нет,  на ту скорость на то, что у нас самый дешевый тариф в принципе все приемлемо",5.0,98.0,98.0,98.0,98.0,98.0,10.0,10.0,98.0,8.0,0.0,98.0,10.0,10.0,10.0,10.0,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,5.0,8.0,10.0,99.0,,,,,,10.0,8.0,10.0,10.0,10.0,,1.0,1.0,6.0,,,,2.0,2.0,1.0,1.0,2.0,2.0,98,98.0,2.0,43.0,4.0,2.0,1.0,"0,6","0,38"
63,20200190960,CATI,,,79046281766,"ООО ""МАГИСТРАЛЬ""",2533007317,02.12.2020,Дальний Восток,01701 Приморский филиал,Оптика,B2B,МСП,10,безотказность работы интернета,10.0,98.0,98.0,98.0,98.0,98.0,10.0,98.0,98.0,98.0,98.0,98.0,10.0,10.0,10.0,98.0,,,,,,,,,2.0,2.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,10.0,8.0,2.0,10.0,10.0,,2.0,1.0,6.0,,,,,,,2.0,1.0,2.0,10,7.0,1.0,43.0,4.0,1.0,1.0,"0,98","0,64"
64,20200192162,CATI,,,79246921482,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ И ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ МЭРИИ ГОРОДА  МАГАДАНА""",4909085440,04.12.2020,Дальний Восток,01702 Магаданский филиал,Оптика,B2G,МСП,10,"Всё делают как мы хотим, нет ни каких проблем",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,1.0,"0,39","0,56"
65,20200193658,CATI,,,74152236383,ИП КАЗАНЦЕВА ОЛЬГА БОРИСОВНА,410100001414,26.11.2020,Дальний Восток,01703 Камчатский филиал,Медь,B2B,SoHo,10,"Интернет хорошо работает, просто хороший интернет, работа ведется нормально",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1.0,"0,62","0,34"
66,20200198745,CATI,,,79990869713,НИКОЛАЕВСКХЛЕБ,2705092075,02.12.2020,Дальний Восток,01706 Хабаровский филиал,Оптика,B2B,МСП,10,потому что он единственный скоро он войдет к крайнему северу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,"0,58","0,55"
67,20200198850,CATI,,,79622999647,ООО ПОЛИМЕР,2717014032,04.12.2020,Дальний Восток,01706 Хабаровский филиал,Оптика,B2B,SoHo,10,"за качество услуг,быстроту,за рассрочку",10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,98.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,5.0,10.0,9.0,5.0,10.0,10.0,10.0,8.0,9.0,10.0,5.0,10.0,8.0,5.0,8.0,3.0,5.0,8.0,10.0,3.0,10.0,10.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,99.0,99,12.0,2.0,41.0,4.0,2.0,1.0,"0,58","0,55"
68,20200199254,CATI,,,79243138919,"ООО ""МЕДЕЯ""",2717004852,26.11.2020,Дальний Восток,01706 Хабаровский филиал,Mix,B2B,МСП,10,"Нравится всё, скорость хорошая, работа стабильная.",10.0,98.0,10.0,10.0,98.0,10.0,10.0,10.0,98.0,98.0,98.0,98.0,10.0,10.0,10.0,98.0,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,10.0,10.0,10.0,10.0,10.0,1.0,1.0,2.0,6.0,,,,,,,2.0,2.0,1.0,98,98.0,1.0,50.0,5.0,2.0,,"0,6","0,41"
69,20200199297,CATI,,,79242290696,ООО ВЭЛКОМ,2703011120,03.12.2020,Дальний Восток,01706 Хабаровский филиал,Оптика,B2B,SoHo,10,"Бесперебойная работа интернета, cвоевременная доставка документации.",10.0,98.0,98.0,10.0,98.0,98.0,10.0,10.0,10.0,10.0,8.0,98.0,10.0,10.0,10.0,98.0,,,,,,,,,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,,,,,,10.0,98.0,10.0,98.0,10.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,9,6.0,2.0,38.0,4.0,2.0,1.0,"0,58","0,55"
70,20200201192,CATI,,,79098686431,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №6,2704800840,04.12.2020,Дальний Восток,01706 Хабаровский филиал,Медь,B2G,МСП,10,"у меня ни когда не было проблем,если проблемы возникали они приезжали и устраняли",10.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,98.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,1.0,1.0,99.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,12,98.0,2.0,48.0,5.0,2.0,1.0,"0,34","0,3"
71,20200201281,CATI,,,74213726519,АДМИНИСТРАЦИЯ П.ТУЛУЧИ,2709003823,02.12.2020,Дальний Восток,01706 Хабаровский филиал,Оптика,B2G,МСП,10,"других,у нас только одна компания оказывает услуги связи, интернета,нет нареканий ,замечаний работает нормально, интернет скоростной по заявке обрабатывают сразу",10.0,10.0,10.0,10.0,10.0,98.0,10.0,10.0,98.0,10.0,98.0,10.0,10.0,10.0,10.0,98.0,10.0,10.0,10.0,98.0,98.0,99.0,99.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,10.0,10.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,6.0,,,,2.0,2.0,2.0,1.0,2.0,1.0,15,98.0,1.0,58.0,6.0,1.0,1.0,"0,58","0,55"
72,20200202026,CATI,,,74217568393,"МБУК ДОМ КУЛЬТУРЫ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛО ВЕРХНЯЯ ЭКОНЬ""",2712005852,02.12.2020,Дальний Восток,01706 Хабаровский филиал,Медь,B2G,МСП,10,"каких то больших проблем у нас нет  в учреждении , если какие то есть технические  вопросы то они быстро решаемы",10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,98.0,98.0,98.0,10.0,10.0,7.0,10.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0,10.0,,,,,,,,,,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,6.0,,,,,,,1.0,3.0,1.0,3,98.0,2.0,35.0,3.0,2.0,1.0,"0,34","0,3"
73,20200202032,CATI,,,74963843656,"КГБУ ""КОМСОМОЛЬСКИЙ-НА-АМУРЕ КЦСОН""",2703086527,03.12.2020,Дальний Восток,01706 Хабаровский филиал,Оптика,B2G,МСП,10,"Быстрая скорость, дают отсрочку если мало ли не заплатил, мне всё нравится.",10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,13,6.0,3.0,42.0,4.0,2.0,1.0,"0,58","0,55"
